index,latency_ms
1,0.064627000
2,0.055027000
3,0.054325000
4,0.053985000
5,0.053812000
6,0.054121000
7,0.053778000
8,0.053766000
9,0.053983000
10,0.053564000
11,0.062951000
12,0.054451000
