index,latency_ms
1,0.181037000
2,0.189289000
3,0.188680000
4,0.196283000
5,0.228314000
6,0.189845000
7,0.186993000
8,0.185406000
9,0.186990000
10,0.188066000
11,0.207913000
12,0.186369000
