index,latency_ms
1,0.089904000
2,0.083911000
3,0.092939000
4,0.077082000
5,0.078125000
6,0.094412000
7,0.112802000
8,0.073916000
9,0.071322000
10,0.071593000
11,0.071484000
12,0.069914000
