index,latency_ms
1,0.006229000
2,0.005895000
3,0.005189000
4,0.005080000
5,0.013259000
6,0.006198000
7,0.004871000
8,0.009717000
9,0.005012000
10,0.004414000
11,0.005036000
12,0.004513000
13,0.004376000
14,0.006651000
15,0.004571000
16,0.004598000
17,0.004360000
18,0.004306000
19,0.004763000
20,0.004386000
21,0.004300000
22,0.004137000
23,0.004149000
24,0.004113000
25,0.004109000
26,0.004215000
27,0.004121000
28,0.009091000
29,0.006406000
30,0.007419000
