index,latency_ms
1,0.011647000
2,0.009925000
3,0.008763000
4,0.008216000
5,0.008071000
6,0.010093000
7,0.007995000
8,0.007648000
9,0.007501000
10,0.007505000
11,0.007495000
12,0.007443000
