index,latency_ms
1,0.150442000
2,0.131419000
3,0.127854000
4,0.122529000
5,0.127593000
6,0.141833000
7,0.106560000
8,0.110283000
9,0.103024000
10,0.142568000
11,0.141920000
12,0.120555000
13,0.113071000
14,0.102156000
15,0.100947000
