index,latency_ms
1,0.033276000
2,0.027974000
3,0.036242000
4,0.023364000
5,0.023034000
6,0.037221000
7,0.023997000
8,0.021725000
9,0.020734000
10,0.020549000
11,0.020485000
12,0.020253000
13,0.019930000
14,0.019557000
15,0.019592000
16,0.019773000
17,0.020245000
18,0.019831000
19,0.019586000
20,0.019819000
