index,latency_ms
1,0.330727000
2,0.330503000
3,0.288393000
4,0.314620000
5,0.262394000
6,0.256494000
7,0.314125000
8,0.260466000
9,0.340769000
10,0.267399000
11,0.259282000
12,0.268609000
