index,latency_ms
1,0.221181000
2,0.218003000
3,0.184547000
4,0.213387000
5,0.182220000
6,0.184303000
7,0.182764000
8,0.183612000
9,0.187315000
10,0.207945000
11,0.196332000
12,0.195849000
13,0.182900000
14,0.182012000
15,0.204070000
