index,latency_ms
1,0.051297000
2,0.064891000
3,0.065755000
4,0.059844000
5,0.072280000
6,0.051651000
7,0.041120000
8,0.060267000
9,0.066359000
10,0.049611000
11,0.053807000
12,0.064079000
13,0.052760000
14,0.052960000
15,0.051704000
