index,latency_ms
1,0.017006000
2,0.015586000
3,0.014589000
4,0.014536000
5,0.014202000
6,0.013935000
7,0.013953000
8,0.013421000
9,0.013120000
10,0.014380000
11,0.013278000
12,0.013062000
13,0.012965000
14,0.012692000
15,0.012757000
16,0.012895000
17,0.012626000
18,0.012719000
19,0.012596000
20,0.012748000
