index,latency_ms
1,0.161515000
2,0.147160000
3,0.142713000
4,0.111331000
5,0.109296000
6,0.130233000
7,0.127077000
8,0.113790000
9,0.136050000
10,0.128988000
11,0.118125000
12,0.105469000
13,0.076164000
14,0.075224000
15,0.106446000
16,0.121639000
17,0.108143000
18,0.081640000
19,0.077968000
20,0.124515000
