index,latency_ms
1,0.035131000
2,0.036804000
3,0.030603000
4,0.030203000
5,0.030283000
6,0.030099000
7,0.030215000
8,0.051492000
9,0.034456000
10,0.030576000
11,0.038695000
12,0.030411000
13,0.030226000
14,0.037935000
15,0.030099000
