index,latency_ms
1,0.102605000
2,0.101678000
3,0.100482000
4,0.117394000
5,0.114402000
6,0.099984000
7,0.100494000
8,0.098522000
9,0.099839000
10,0.100299000
11,0.098975000
12,0.099115000
13,0.100108000
14,0.099832000
15,0.099675000
