index,latency_ms
1,0.009134000
2,0.008078000
3,0.007147000
4,0.006776000
5,0.014761000
6,0.007050000
7,0.006468000
8,0.006506000
9,0.006493000
10,0.006363000
11,0.006352000
12,0.006341000
