index,latency_ms
1,0.008393000
2,0.008573000
3,0.005338000
4,0.004986000
5,0.010713000
6,0.004778000
7,0.004637000
8,0.004655000
9,0.006537000
10,0.007323000
11,0.007569000
12,0.007693000
