index,latency_ms
1,0.001485000
2,0.001229000
3,0.001316000
4,0.001114000
5,0.000988000
6,0.000996000
7,0.001037000
8,0.001066000
9,0.001087000
10,0.001011000
11,0.001071000
12,0.000998000
13,0.001046000
14,0.000995000
15,0.001041000
16,0.000976000
17,0.000964000
18,0.001016000
19,0.000976000
20,0.001001000
21,0.001025000
22,0.000953000
23,0.000988000
24,0.001009000
25,0.001024000
