index,latency_ms
1,0.148959000
2,0.145397000
3,0.157266000
4,0.143113000
5,0.141933000
6,0.162617000
7,0.167996000
8,0.142224000
9,0.156723000
10,0.150980000
11,0.140296000
12,0.139346000
13,0.160433000
14,0.140615000
15,0.140027000
