index,latency_ms
1,0.010844000
2,0.010309000
3,0.009259000
4,0.009128000
5,0.009060000
6,0.010198000
7,0.009536000
8,0.009637000
9,0.009242000
10,0.009158000
11,0.008852000
12,0.008679000
13,0.008784000
14,0.008715000
15,0.008774000
16,0.008716000
17,0.008790000
18,0.008756000
19,0.008915000
20,0.008692000
