index,latency_ms
1,0.082648000
2,0.081362000
3,0.080266000
4,0.080120000
5,0.079118000
6,0.081324000
7,0.079011000
8,0.079403000
9,0.078236000
10,0.079653000
11,0.089206000
12,0.078864000
13,0.078867000
14,0.078646000
15,0.078497000
16,0.077829000
17,0.079116000
18,0.078135000
