index,latency_ms
1,0.014395000
2,0.013752000
3,0.012339000
4,0.012043000
5,0.012195000
6,0.013353000
7,0.012208000
8,0.012128000
9,0.011847000
10,0.011869000
11,0.011740000
12,0.011728000
13,0.011781000
14,0.011767000
15,0.011595000
16,0.011754000
17,0.011662000
18,0.011589000
19,0.011712000
20,0.011767000
