index,latency_ms
1,0.026034000
2,0.020530000
3,0.017790000
4,0.017375000
5,0.015870000
6,0.024721000
7,0.015987000
8,0.014458000
9,0.015683000
10,0.014854000
11,0.014918000
12,0.014367000
13,0.016111000
14,0.015492000
15,0.015058000
16,0.015205000
17,0.014726000
18,0.016488000
19,0.014919000
20,0.014530000
